회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
동원수산,030720,어로 어업,"원양어업/수산물 제조,가공/참치어류 냉동냉장업",11/22/1996,12월,단독대표이사 사장 왕기철,http://www.dongwonfish.co.kr,서울특별시
동원시스템즈,014820,플라스틱제품 제조업,"광통신다중화장치,광가입자 전송장치 제조,무역,건설",3/29/1994,12월,"김영현, 이필환, 조점근(각자대표)",http://www.dongwonsys.co.kr,경기도
두산중공업,034020,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설",10/25/2000,12월,"박지원, 정지택",http://www.doosanheavy.com,경상남도
롯데칠성음료,005300,비알코올음료 및 얼음 제조업,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원",6/21/1973,12월,"이재혁, 이영구, 이종훈",http://company.lottechilsung.co.kr,서울특별시
만호제강,001080,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대",6/18/1977,06월,김상환,http://www.manhorope.com,부산광역시
맥쿼리인프라,088980,신탁업 및 집합투자업,증권투자회사,3/15/2006,12월,맥쿼리자산운용(주),http://www.macquarie.com/kr/kr/mkif/index.html,서울특별시
바다로19호,155900,운송장비 임대업,,6/29/2012,12월,이재붕,,제주특별자치도
벽산,007210,기타 비금속 광물제품 제조업,"단열재, 천장재, 외장재, 내장재, 외단열, 바닥재 등",1/4/1972,12월,김 성 식,http://www.byucksan.com,서울특별시
사조오양,006090,수산물 가공 및 저장 처리업,"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대",12/24/1986,12월,김 일 식,http://www.sajooy.com,서울특별시
삼성SDI,006400,일차전지 및 축전지 제조업,"칼라브라운관,PDP,평판표시관,모니터,휴대용 디스플레이,폴리머전지(2차전지),초박형브라운관,전계발광소자 제조,판매",2/27/1979,12월,전영현,http://www.samsungsdi.com,경기도
삼성엔지니어링,028050,"건축기술, 엔지니어링 및 관련 기술 서비스업","산업설비,건물,구축물,토목시설의 설계,시공,공사감리",12/24/1996,12월,박중흠,http://www.samsungengineering.co.kr,서울특별시
삼영전자공업,005680,전자부품 제조업,"전자부품(알루미늄 전해콘덴서),전기이중층콘덴서,센서 제조,도매",12/28/1976,12월,"변동준, 김대호 (각자 대표이사)",http://www.samyoung.co.kr,경기도
삼영화학공업,003720,플라스틱제품 제조업,"합성수지(BOPP,캐파시타),PPC,랩,종이상자(카톤팩) 제조",6/30/1976,12월,이석준,http://www.sycc.co.kr,서울특별시
삼진제약,005500,의약품 제조업,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배",6/18/1988,12월,"최승주,조의환,이성우",http://www.samjinpharm.co.kr,서울특별시
삼화전기,009470,전자부품 제조업,"콘덴서 제조,판매",11/24/1986,12월,"오영주, 박종온",http://www.samwha.co.kr,충청북도
샘표식품,248170,기타 식품 제조업,간장,8/9/2016,12월,박진선,http://www.sempio.com,서울특별시
서연,007860,기타 금융업,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매",9/9/1989,12월,유양석,http://www.seo-yon.com,경기도
선도전기,007610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,중전기기 제조,도매/전기공사",11/30/1989,12월,전동준,http://www.seondo.co.kr,경기도
성안,011300,직물직조 및 직물제품 제조업,"제직,염색,폴리에스터직물,자수직물봉제 제조,판매/임대료,관리비 수입",11/10/1995,12월,박상태,http://www.startex.co.kr,대구광역시
세원셀론텍,091090,"구조용 금속제품, 탱크 및 증기발생기 제조업","화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",7/31/2006,12월,장정호,http://sewoncellontech.com,서울특별시
세종공업,033530,자동차 신품 부품 제조업,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",9/25/2002,12월,"최순철, 박정길 (각자 대표이사)",http://www.sjku.co.kr,울산광역시
신성통상,005390,기타 전문 도매업,"의류,악세사리(모자,벨트,가방) 도매/의류 제조",12/22/1975,06월,대표이사 염태순,http://www.ssts.co.kr,서울특별시
신풍제약,019170,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매",1/20/1990,12월,유 제 만,http://www.shinpoong.co.kr,경기도
신한,005450,건물 건설업,"건축공사,토목공사,전기공사,통신공사,주택건설,기계설비공사,철골공사/철구조물 제조",7/28/1978,12월,김춘환,http://www.seco.co.kr,경기도
쌍방울,102280,봉제의복 제조업,,6/10/2008,12월,양선길,http://www.sbw.co.kr,서울특별시
씨아이테크,004920,그외 기타 제품 제조업,"컴퓨터 소프트웨어,하드웨어 서버,도매",11/30/1989,12월,김종서,http://www.citech.kr,서울특별시
아세아시멘트,183190,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 몰탈",11/6/2013,12월,이훈범,http://www.asiacement.co.kr,서울특별시
아이콘트롤스,039570,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC",9/24/2015,12월,정현,http://www.icontrols.co.kr,경기도
애경유화,161000,기초 화학물질 제조업,오르토프탈산디옥틸,9/17/2012,12월,이종기,,서울특별시
엔케이물산,009810,기타 전문 도매업,유연성 산업용 포장재(FIBC) 제조 판매,8/31/1988,12월,김성곤,http://nk-ms.com,서울특별시
영진약품,003520,의약품 제조업,"의약품(드링크제,항생제,영양수액제),의약부외품 제조,판매",6/25/1973,12월,박수준,http://www.yungjin.co.kr,서울특별시
와이비로드,010600,상품 중개업,"피혁의류 도,소매,의류 판매,수입,피혁(GRAIN LEATHER) 제조",7/18/1997,12월,김기태,http://www.ybroad.co.kr,서울특별시
우리종금,010050,기타 금융업,"종합금융,주택할부금융,부동산",9/11/1974,12월,김재원,http://wooriib.com,광주광역시
웅진에너지,103130,반도체 제조업,"태양전지원료(잉곳),태양전지용웨이퍼 제조/전기공사/신재생에너지 사업",6/30/2010,12월,신광수,http://www.woongjinenergy.com/,대전광역시
원림,005820,편조원단 제조업,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자",4/20/1990,12월,신성엽,http://www.wonlim.co.kr,서울특별시
유니퀘스트,077500,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",8/5/2004,12월,앤드류김,http://www.uniquest.co.kr,경기도
인팩,023810,자동차 신품 부품 제조업,"자동차용 케이블,전자정보통신관련기기 제조,도매",9/21/2004,12월,"최오길, 최웅선",http://www.infac.com,서울특별시
일성건설,013360,토목 건설업,"건축공사,토목공사,전기공사",12/2/1989,12월,강영길,http://www.ilsungconst.co.kr,인천광역시
일성신약,003120,의약품 제조업,"의약품(항생제,화학료법제,항바이러스,근이완제,영양액륜) 제조,판매",1/14/1985,12월,윤석근,http://www.ilsung-ph.co.kr,서울특별시
잇츠한불,226320,생활용품 도매업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등",12/28/2015,12월,김홍창,http://www.itsskin.com,서울특별시
제일파마홀딩스,002620,회사 본부 및 경영 컨설팅 서비스업,"의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매",1/20/1988,12월,한상철,http://www.jeilpharm.co.kr,서울특별시
제주항공,089590,항공 여객 운송업,"여객운송서비스, 화물운송서비스",11/6/2015,12월,"안용찬, 최규남",http://www.jejuair.net,제주특별자치도
조광페인트,004910,기타 화학제품 제조업,"도료(우레탄,에나멜,락카,특수도료) 제조,도매",12/27/1976,12월,"이대은, 문해진",http://www.chokwangpaint.co.kr,부산광역시
진양산업,003780,플라스틱제품 제조업,"합성수지,폴리우레탄스폰지 제조,도매,수출입",6/26/1973,12월,임규호,http://www.cyc1963.com,경상남도
진양폴리우레탄,010640,기초 화학물질 제조업,"폴리우레탄,폴리우레탄스폰지 제조,판매",9/30/1989,12월,"임규호,조영태(각자대표이사)",http://www.chinyangpoly.kr,경기도
카카오,035720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고),7/10/2017,12월,임지훈,http://www.kakaocorp.com,제주특별자치도
카프로,006380,기초 화학물질 제조업,"카프로락탐,유안비료 제조",5/28/1974,12월,박승언,http://www.hcccapro.co.kr,서울특별시
케이씨텍,029460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",가스/Chemical 공급 장치 등 제조 및 판매,11/25/1997,12월,"고석태, 이정호 (각자 대표이사)",http://www.kct.co.kr,경기도
케이티,030200,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",12/23/1998,12월,황창규,http://www.kt.com,경기도
코리안리,003690,재 보험업,금융보험/부동산 임대,12/22/1969,12월,원종규,http://www.koreanre.co.kr,서울특별시
코오롱글로벌,003070,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조",9/15/1978,12월,윤창운,http://www.kolonglobal.com,경기도
트러스제7호,140890,부동산 임대 및 공급업,,9/30/2011,04월,김종수,,서울특별시
페이퍼코리아,001020,"펄프, 종이 및 판지 제조업","제지(신문용지,중질지),합판 제조,건설,석유류 판매",6/26/1976,12월,박건표,http://www.papercorea.co.kr,전라북도
풍산,103140,1차 비철금속 제조업,,7/30/2008,12월,"류진, 최한명",http://www.poongsan.co.kr,경기도
하나금융지주,086790,기타 금융업,기타 금융,12/12/2005,12월,김정태,http://www.hanafn.com,서울특별시
하나니켈1호,099340,신탁업 및 집합투자업,투자신탁,2/1/2008,02월,하나UBS자산운용(주),,서울특별시
하이스틸,071090,1차 철강 제조업,"강관 제조,도매",2/17/2003,12월,엄정근,http://www.histeel.co.kr,충청남도
한국종합기술,023350,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,감리,측량/토목건축공사",4/28/2011,12월,이인제,http://www.kecc.co.kr,경기도
한국철강,104700,1차 철강 제조업,철근. 단조강. 파이프,9/29/2008,12월,"장세홍, 조완제",http://www.kisco.co.kr,경상남도
한국패러랠,168490,신탁업 및 집합투자업,,4/19/2013,03월,한국투자신탁운용(주),,서울특별시
한국프랜지공업,010100,자동차 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조",10/2/1987,12월,강호돈,http://www.kofco.com,울산광역시
한국화장품제조,003350,기타 화학제품 제조업,"화장품(OEM,ODM)",2/6/1978,12월,"임충헌, 이용준",http://www.hkcosm.com,서울특별시
한독,002390,의약품 제조업,"의약품(소화제,크라포란,라식스)제조,도매,부동산 임대",6/30/1976,12월,"김영진, 김철준",http://www.handok.co.kr,서울특별시
한미글로벌,053690,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축 설계,감리/건축공사,토목공사,설비공사,전기공사,안전공사",6/23/2009,12월,"윤요현, 박서영",http://www.hanmiparsons.com,서울특별시
한성기업,003680,수산물 가공 및 저장 처리업,"냉동식품,햄제품 제조,도매,보관/원양어업",1/26/1989,12월,"임우근,임준호(각자대표)",http://www.hsep.com,부산광역시
한신기계공업,011700,일반 목적용 기계 제조업,"공기압축기,공구류 제조,판매/오파",7/24/1987,12월,최영민,http://www.hanshin.co.kr,경기도
한올바이오파마,009420,의약품 제조업,"의약품 제조,도매/부동산 임대",12/18/1989,12월,"박승국,윤재춘(공동대표이사)",http://www.hanall.co.kr,대전광역시
한화,000880,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",6/24/1976,12월,"최양수, 이태종, 김연철, 이민석",http://www.hanwhacorp.co.kr,서울특별시
한화케미칼,009830,기초 화학물질 제조업,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업",6/19/1974,12월,김창범,http://hcc.hanwha.co.kr,서울특별시
현대EP,089470,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",9/25/2006,12월,강창균,http://www.hyundai-ep.com,충청남도
현대건설기계,267270,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",5/10/2017,12월,공기영,http://www.hyundai-ce.com,서울특별시
현대상선,011200,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",10/5/1995,12월,유창근,http://www.hmm21.com,서울특별시
현대약품,004310,의약품 제조업,"타코실, 마이녹실, 테놀민, 미에로화이바 등",6/28/1978,11월,"이한구, 김영학",http://www.hyundaipharm.co.kr,충청남도
화천기공,000850,특수 목적용 기계 제조업,"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매",11/18/1999,12월,"각자대표이사 권영두, 권영렬",http://www.hwacheon.com,광주광역시
GS홈쇼핑,028150,텔레비전 방송업,CATV홈쇼핑,1/20/2000,12월,허태수,http://company.gsshop.com,서울특별시
NHN한국사이버결제,060250,기타 정보 서비스업,전자결제서비스업,1/8/2002,12월,박준석,http://www.kcp.co.kr,서울특별시
SDN,099220,기계장비 및 관련 물품 도매업,"태양광기자재 및 선박용엔진 도매, 태양광발전시스템 구축 및 설계",5/19/2009,12월,최기혁,http://www.sdn-i.com,경기도
가온미디어,078890,통신 및 방송 장비 제조업,디지털셋톱박스,7/12/2005,12월,임화섭,http://www.kaonmedia.com,경기도
감마누,192410,통신 및 방송 장비 제조업,기지국 안테나 및 인빌딩 안테나,8/14/2014,12월,"김상기,우성덕(YU CHENGDE) (각자 대표이사)",http://www.gammanu.com,경기도
갑을메탈,024840,1차 비철금속 제조업,모터코어,12/29/1994,12월,박한상,http://www.kscl.co.kr,대구광역시
갤럭시아컴즈,094480,소프트웨어 개발 및 공급업,전자결제,7/20/2007,12월,김용광,http://www.varovision.com,서울특별시
경창산업,024910,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품",12/29/1994,12월,손일호,http://www.kc.co.kr,대구광역시
교보7호스팩,267320,금융 지원 서비스업,기업인수 및 합병,6/22/2017,12월,강수현,,서울특별시
글로본,019660,상품 종합 도매업,벤처캐피탈,6/4/1992,12월,한상호,http://www.globon.co.kr,서울특별시
금화피에스시,036190,전기 및 통신 공사업,"설비,철물,전기,강구조물",12/26/2000,12월,"정도정, 김경태 (각자 대표이사)",http://www.geumhwa.co.kr,서울특별시
나무가,190510,전자부품 제조업,"스마트폰 카메라모듈, 노트북 카메라모듈",11/12/2015,12월,서정화,http://www.namuga.co.kr,경기도
내츄럴엔도텍,168330,자연과학 및 공학 연구개발업,"백수오 여성호르몬제, 백수오등복합추출물(원료)",10/31/2013,12월,장 현 우,http://www.naturalendo.com,경기도
네오오토,212560,자동차 신품 부품 제조업,"피니언 기어, 디프 어셈블리, 대형기어",11/18/2015,12월,김홍직,http://www.neooto.kr,서울특별시
네오팜,092730,기타 화학제품 제조업,생체기능성(아토피)보습제,1/30/2007,12월,이대열,http://neopharm.co.kr,대전광역시
네패스신소재,087730,합성고무 및 플라스틱 물질 제조업,반도체용EMC(EpoxyMoldingCompound),4/4/2008,12월,"이병구, 고영욱",,전라북도
뉴보텍,060260,플라스틱제품 제조업,"고강성 PVC DC, HDPE 등",2/5/2002,12월,한거희,http://www.nuvotec.co.kr,강원도
뉴프라이드,900100,자동차 부품 및 내장품 판매업,인터모달 신생 및 재생타이어,4/21/2010,12월,John Lee(존리),http://www.npcims.com,미국
대정화금,120240,기초 화학물질 제조업,"시약, 원료의약품",12/20/2010,12월,송영준,http://www.daejung.kr,경기도
데브시스터즈,194480,소프트웨어 개발 및 공급업,모바일 게임(쿠키런),10/6/2014,12월,"이지훈, 김종흔",http://www.devsisters.com,서울특별시
도이치모터스,067990,자동차 판매업,"자동공구교환기,가공전용기",12/3/2004,12월,권오수,http://www.deutschmotors.com,서울특별시
동부제4호스팩,230490,금융 지원 서비스업,기업인수합병,12/18/2015,12월,방경환,,서울특별시
동일금속,109860,금속 주조업,"크롤러크레인용 트랙슈 어셈블리, 굴삭기용 아이들러 트랙슈 스프링 등",7/28/2009,12월,오길봉,http://www.dongilmetal.co.kr,경상북도
동화기업,025900,나무제품 제조업,"PB, MDF, 표면재,온돌마루, 창호, 도어 등",8/7/1995,12월,김홍진,http://www.dongwha.co.kr,인천광역시
디스플레이텍,066670,전자부품 제조업,LCD Module,12/30/2002,12월,박윤민,http://www.displaytech.co.kr,경기도
디이엔티,079810,특수 목적용 기계 제조업,FPD공정검사장비,1/26/2005,12월,김영길,http://www.i-det.com,충청남도
라온시큐어,042510,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급,1/3/2001,12월,이순형,http://www.raonsecure.com,서울특별시
라이온켐텍,171120,기타 화학제품 제조업,"합성왁스, 인조대리석",11/19/2013,12월,"박희원, 박서영",http://www.lion-chemtech.co.kr,대전광역시
루트로닉,085370,의료용 기기 제조업,의료용레이저기기,7/4/2006,12월,황해령,http://www.lutronic.com,경기도
리켐,131100,기초 화학물질 제조업,"이차전지 전해액 소재, LCD 공정용 에천트 소재",6/14/2011,12월,이상준,,충청남도
마크로젠,038290,"그외 기타 전문, 과학 및 기술 서비스업","DNA Sequencing, Microarray, Genetically Engineered Mouse",2/22/2000,12월,정현용,http://www.macrogen.com,서울특별시
매커스,093520,기계장비 및 관련 물품 도매업,자일링스(Xilinx)비메모리반도체(PLDchip)유통,2/12/2007,12월,"신동철, 성종률",http://www.makus.co.kr,서울특별시
멀티캠퍼스,067280,기타 교육기관,e-Learning서비스,11/16/2006,12월,김대희,http://www.credu.com,서울특별시
메디아나,041920,의료용 기기 제조업,"환자감시장치, 자동심장 제세동기(AED)",10/7/2014,12월,김응석,http://www.mediana.co.kr,강원도
메디톡스,086900,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",1/16/2009,12월,정현호,http://www.medytox.com,충청북도
메디프론,065650,기계장비 및 관련 물품 도매업,음반재킷 제작,1/21/2003,12월,김영호,http://medifon.com,서울특별시
메타바이오메드,059210,의료용품 및 기타 의약 관련제품 제조업,"생체분해성봉합사,근관충전재",4/15/2008,12월,오석송,,충청북도
미래에셋대우스팩1호,265480,금융 지원 서비스업,기업인수합병,5/26/2017,12월,장병태,,서울특별시
미래에셋제5호스팩,239340,금융 지원 서비스업,기업인수합병,6/9/2016,12월,김남기,,서울특별시
미래컴퍼니,049950,특수 목적용 기계 제조업,EdgeGrinder,1/4/2005,12월,김준홍,http://www.meerecompany.com,경기도
미래테크놀로지,213090,소프트웨어 개발 및 공급업,OTP,12/1/2015,12월,정균태,http://www.mirae-tech.co.kr,서울특별시
바른전자,064520,반도체 제조업,"메모리 카드, 스마트 카드 등",12/4/2002,12월,김태섭,http://www.bec.co.kr,경기도
바이오리더스,142760,자연과학 및 공학 연구개발업,"자궁경부상피이형증 치료제, 자궁경부전암 치료백신",7/7/2016,12월,"박영철, 성문희(각자 대표이사)",http://www.bioleaders.co.kr,대전광역시
바이오스마트,038460,전자부품 제조업,"M/S 카드제조업, IC 카드제조, 카드장비판매",6/22/2000,12월,윤호권,http://www.bio-smart.com,서울특별시
비덴트,121800,통신 및 방송 장비 제조업,방송용 LCD모니터,12/1/2011,12월,김재욱,http://www.tvlogic.co.kr,서울특별시
비아트론,141000,특수 목적용 기계 제조업,AMOLED 등 제조장비,5/4/2012,12월,김 형 준,http://www.viatrontech.com,경기도
삼륭물산,014970,"골판지, 종이 상자 및 종이용기 제조업",카톤팩,12/29/1992,12월,조홍로,http://www.srpack.com,경기도
삼천리자전거,024950,생활용품 도매업,자전거,1/4/1995,12월,김석환,http://www.samchuly.co.kr,서울특별시
서울전자통신,027040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전자변성기, 무역업(트랜스포머자재)",12/3/1999,12월,김상열,http://www.seoulset.com,인천광역시
성우전자,081580,통신 및 방송 장비 제조업,휴대폰금속프레스부품(전자파차단ShieldCan),10/12/2007,12월,조성면,,경기도
셀바스AI,108860,소프트웨어 개발 및 공급업,"필기 인식, 전자 사전, 모바일 OCR 소프트웨어 등",12/10/2009,12월,"곽민철, 김경남(각자대표)",http://www.selvasai.com,서울특별시
소리바다,053110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",수도용 및 원예용 상토,10/9/2001,12월,"손지현, 김재학(공동대표이사)",http://www.soribada.com/corp,서울특별시
스타플렉스,115570,플라스틱제품 제조업,"광고용 플렉스(조명용, 비조명용)",1/27/2010,12월,김세권,,충청북도
시공테크,020710,전문디자인업,"박물관, 전시관, 엑스포, 특수영상",8/13/1999,12월,박기석,http://www.sigongtech.co.kr,경기도
시너지이노베이션,048870,반도체 제조업,카메라 어플리케이션 프로세서(CAP),8/13/2004,12월,구자형,http://www.synergyinnovation.co.kr,경기도
시큐브,131090,소프트웨어 개발 및 공급업,"시스템보안관리솔루션, 정보유출방지솔루션",12/21/2011,12월,홍기융,http://www.secuve.com,서울특별시
신일제약,012790,의약품 제조업,투어펜플라스타,8/13/1999,12월,정미근,http://www.sinilpharm.com,충청북도
썬코어,051170,일반 목적용 기계 제조업,"오일레스베어링, 금형부품",10/23/2001,12월,최규선,http://www.luboinc.com,경기도
씨씨에스,066790,텔레비전 방송업,케이블TV서비스 및 초고속인터넷서비스,5/30/2003,12월,유희훈,http://www.ccstv.co.kr,충청북도
씨유메디칼,115480,의료용 기기 제조업,심장제세동기,12/15/2011,12월,나학록,http://www.cu911.com,강원도
씨케이에이치,900120,기타 금융업,건강보조식품,3/31/2010,06월,린진성,,케이맨 제도
아나패스,123860,반도체 제조업,Timing Controller(TCON),11/5/2010,12월,이경호,,서울특별시
아미코젠,092040,기타 식품 제조업,제약용 특수효소 및 효소기반 바이오신소재,9/12/2013,12월,신용철,http://www.amicogen.com,경상남도
아우딘퓨쳐스,227610,기타 화학제품 제조업,"기초화장품, 마스크팩 등",7/12/2017,12월,최영욱,http://www.outinco.com,서울특별시
아이리버,060570,영상 및 음향기기 제조업,휴대용 MP3 Player,12/19/2003,12월,이정호,http://www.iriver.co.kr,서울특별시
아이씨디,040910,특수 목적용 기계 제조업,"건식세정기,LCD,반도체 장비,광정보통신 부품,장비 제조,연구개발,용역 서비스,수출입",8/5/2011,12월,이승호,http://www.i4cd.co.kr,경기도
아이에이,038880,전자부품 제조업,자동차용 반도체,4/27/2000,12월,김동진,http://www.ia-inc.kr,서울특별시
아이크래프트,052460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)",1/3/2005,12월,박우진,http://www.icraft21.com,서울특별시
아프리카TV,067160,소프트웨어 개발 및 공급업,미디어플랫폼,12/19/2003,12월,서수길,http://corp.afreecatv.com,경기도
알엔투테크놀로지,148250,전자부품 제조업,"이동통신부품(커플러), 의료기기용기판, 파우더",6/22/2016,12월,이효종,http://www.rn2.co.kr,경기도
앤디포스,238090,플라스틱제품 제조업,"TSP용 양면 테이프, 윈도우 필름",10/12/2016,12월,"윤호탁, 김인섭",http://www.ndfos.com,충청북도
에스디생명공학,217480,기타 화학제품 제조업,"마스크팩, 기초화장품",3/2/2017,12월,박설웅,http://sdbiotech.co.kr,서울특별시
에스엔유,080000,특수 목적용 기계 제조업,"OLED증착장비, OLED봉지장비, LCD검사장비 등",1/25/2005,12월,박제순,http://www.snuprecision.com,충청남도
에스엔텍,160600,특수 목적용 기계 제조업,"진공합착기, NPS",6/26/2015,12월,안경준,http://www.sntek.com,경기도
에스엠,041510,오디오물 출판 및 원판 녹음업,"음반(CD,MC),연예 대리",4/27/2000,12월,"한세민, 남소영 (공동대표이사)",http://www.smtown.com,서울특별시
에스폴리텍,050760,플라스틱제품 제조업,유무선 통신용 소프트웨어,5/16/2002,12월,이혁렬,http://www.spolytech.com,충청북도
에이디테크놀로지,200710,반도체 제조업,주문형 반도체,12/16/2014,12월,김준석,http://www.adtek.co.kr,경기도
에이씨티,138360,기타 화학제품 제조업,기능성 화장품 원료,11/8/2013,12월,이보섭,http://www.actcos.com,충청북도
에이원앤,035290,"서적, 잡지 및 기타 인쇄물 출판업","방과후컴퓨터상설반,교재및CD",12/7/1999,12월,우국환,http://www.edubox.co.kr,서울특별시
에이치엔티,176440,전자부품 제조업,휴대폰 카메라 모듈,11/28/2016,12월,정철민,http://www.hntelec.com,경기도
에이치엘비파워,043220,상품 종합 도매업,"발전설비 Damper, 전력설비 Busway",7/3/2001,12월,"임창윤, 김종원 / 각자대표이사",http://www.hlbpower.com,서울특별시
에이티젠,182400,기초 의약물질 및 생물학적 제제 제조업,"연구용 시약, NK Vue KIT",10/23/2015,12월,박상우,http://www.nkvue.com or www.atgenglobal.com,경기도
에임하이,043580,전자부품 제조업,트랜지스터,8/2/2001,12월,왕설,http://www.ahg.co.kr,서울특별시
에프알텍,073540,통신 및 방송 장비 제조업,이동통신용중계기,5/18/2007,12월,남재국,http://www.frtek.co.kr,경기도
엔알케이,054340,통신 및 방송 장비 제조업,이동전화단말기 케이스,1/10/2002,12월,김 철,http://WWW.PNTEL.CO.KR,서울특별시
엔지스테크널러지,208860,소프트웨어 개발 및 공급업,"Nav-Link 솔루션, BringGo 어플리케이션 등",7/28/2016,12월,박용선,http://www.engistech.com,서울특별시
엘오티베큠,083310,특수 목적용 기계 제조업,반도체제조용진공펌프,10/5/2005,12월,오흥식,http://www.lotvacuum.com,경기도
엠벤처투자,019590,신탁업 및 집합투자업,벤처캐피탈,3/14/1989,12월,홍성혁,http://www.m-vc.co.kr,서울특별시
예스티,122640,특수 목적용 기계 제조업,반도체 및 디스플레이 제조 장비,12/16/2015,12월,장동복,http://www.yest.co.kr,경기도
오성엘에스티,052420,플라스틱제품 제조업,"LCD Aging System, LCD 신뢰성 분석장비",8/7/2001,12월,조경숙,http://www.osunglst.com,충청남도
우리로,046970,통신 및 방송 장비 제조업,"광분배기(웨이퍼, 칩, 모듈), 광다이오드",11/27/2012,12월,박세철,http://www.wooriro.com,광주광역시
우리손에프앤지,073560,축산업,"양돈업, 도축업",7/27/2016,12월,"조창현,유태호",http://www.woorisonfng.co.kr,전라남도
원익IPS,240810,특수 목적용 기계 제조업,반도체 제조용 기계,5/2/2016,12월,이현덕,http://.www.ips.co.kr,경기도
웰크론,065950,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복",7/29/2003,12월,이영규,http://www.welcron.com,서울특별시
웹스,196700,합성고무 및 플라스틱 물질 제조업,"기능성 컴파운드, 건축외장자재",8/24/2015,12월,이재춘,http://www.waps.co.kr,부산광역시
윈스,136540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네크워크보안장비(IPS, 안티 DDoS)",5/2/2011,12월,김대연,http://www.wins21.co.kr,경기도
유니셈,036200,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),12/10/1999,12월,김형균,http://www.unisem.co.kr,경기도
유앤아이,056090,의료용 기기 제조업,정형외과용 신체보정용 의료기기,11/12/2015,12월,구자교,http://www.youic.com,경기도
이녹스첨단소재,272290,전자부품 제조업,"FPCB소재, 반도체 및 디스플레이 소재",7/10/2017,12월,"장경호, 김필영",http://www.innoxamc.com,충청남도
이더블유케이,258610,"구조용 금속제품, 탱크 및 증기발생기 제조업","지열발전설비(열수기화기, 응축기 등)",8/22/2017,12월,부태성,http://www.ewkinc.co.kr/,부산광역시
이랜텍,054210,전자부품 제조업,Battery Pack,5/9/2002,12월,이세용,http://www.elentec.co.kr,경기도
이루온,065440,소프트웨어 개발 및 공급업,이동통신 핵심망 및 서비스망 솔루션 개발 공급,1/28/2003,12월,"이승구, 이영성 (각자 대표이사)",http://eluon.com,경기도
